,sales,number_of_customers,visitors,opening_hour,closing_hour
2017-07-27 15:00:00,2453.0,3.0,74.0,10.0,18.0
2017-07-27 16:00:00,3372.0,3.0,28.0,10.0,18.0
2017-07-27 17:00:00,3982.0,2.0,14.0,10.0,18.0
2017-07-28 07:00:00,0.0,0.0,1.0,10.0,18.0
2017-07-28 09:00:00,0.0,0.0,2.0,10.0,18.0
2017-07-28 10:00:00,4588.0,3.0,32.0,10.0,18.0
2017-07-28 11:00:00,5912.0,4.0,47.0,10.0,18.0
2017-07-28 12:00:00,0.0,0.0,12.0,10.0,18.0
2017-07-28 13:00:00,3115.0,6.0,19.0,10.0,18.0
2017-07-28 14:00:00,1719.0,1.0,40.0,10.0,18.0
2017-07-28 15:00:00,787.0,1.0,8.0,10.0,18.0
2017-07-28 16:00:00,0.0,0.0,13.0,10.0,18.0
2017-07-28 17:00:00,1607.0,2.0,9.0,10.0,18.0
2017-07-29 09:00:00,0.0,0.0,3.0,10.0,16.0
2017-07-29 10:00:00,0.0,2.0,8.0,10.0,16.0
2017-07-29 11:00:00,0.0,0.0,22.0,10.0,16.0
2017-07-29 12:00:00,0.0,0.0,35.0,10.0,16.0
2017-07-29 13:00:00,6705.0,5.0,59.0,10.0,16.0
2017-07-29 14:00:00,5774.0,6.0,72.0,10.0,16.0
2017-07-29 15:00:00,10672.0,6.0,30.0,10.0,16.0
2017-07-29 16:00:00,1755.0,3.0,0.0,10.0,16.0
2017-07-31 08:00:00,0.0,0.0,1.0,10.0,18.0
2017-07-31 09:00:00,0.0,0.0,3.0,10.0,18.0
2017-07-31 10:00:00,1675.0,1.0,22.0,10.0,18.0
2017-07-31 11:00:00,4401.0,6.0,34.0,10.0,18.0
2017-07-31 12:00:00,4879.0,4.0,43.0,10.0,18.0
2017-07-31 13:00:00,2949.0,2.0,35.0,10.0,18.0
2017-07-31 14:00:00,1076.0,2.0,20.0,10.0,18.0
2017-07-31 15:00:00,1622.0,3.0,24.0,10.0,18.0
2017-07-31 16:00:00,3039.0,4.0,17.0,10.0,18.0
2017-07-31 17:00:00,3223.0,2.0,25.0,10.0,18.0
2017-08-01 08:00:00,0.0,0.0,2.0,10.0,18.0
2017-08-01 09:00:00,0.0,0.0,3.0,10.0,18.0
2017-08-01 10:00:00,0.0,0.0,18.0,10.0,18.0
2017-08-01 11:00:00,999.0,1.0,12.0,10.0,18.0
2017-08-01 12:00:00,3205.0,3.0,35.0,10.0,18.0
2017-08-01 13:00:00,1657.0,2.0,15.0,10.0,18.0
2017-08-01 14:00:00,1117.0,1.0,27.0,10.0,18.0
2017-08-01 15:00:00,2133.0,2.0,28.0,10.0,18.0
2017-08-01 16:00:00,3269.0,3.0,20.0,10.0,18.0
2017-08-01 17:00:00,0.0,0.0,12.0,10.0,18.0
2017-08-01 18:00:00,0.0,0.0,5.0,10.0,18.0
2017-08-02 09:00:00,0.0,0.0,4.0,10.0,18.0
2017-08-02 10:00:00,0.0,0.0,15.0,10.0,18.0
2017-08-02 11:00:00,5709.0,5.0,52.0,10.0,18.0
2017-08-02 12:00:00,3196.0,5.0,26.0,10.0,18.0
2017-08-02 13:00:00,5303.0,7.0,35.0,10.0,18.0
2017-08-02 14:00:00,3025.0,1.0,30.0,10.0,18.0
2017-08-02 15:00:00,1879.0,2.0,13.0,10.0,18.0
2017-08-02 16:00:00,0.0,0.0,20.0,10.0,18.0
2017-08-02 17:00:00,0.0,0.0,37.0,10.0,18.0
2017-08-03 08:00:00,0.0,0.0,1.0,10.0,18.0
2017-08-03 09:00:00,0.0,0.0,2.0,10.0,18.0
2017-08-03 10:00:00,2597.0,1.0,24.0,10.0,18.0
2017-08-03 11:00:00,5407.0,5.0,22.0,10.0,18.0
2017-08-03 12:00:00,8954.0,6.0,16.0,10.0,18.0
2017-08-03 13:00:00,1835.0,1.0,35.0,10.0,18.0
2017-08-03 14:00:00,2020.0,3.0,33.0,10.0,18.0
2017-08-03 15:00:00,3818.0,2.0,21.0,10.0,18.0
2017-08-03 16:00:00,1946.0,2.0,20.0,10.0,18.0
2017-08-03 17:00:00,0.0,0.0,20.0,10.0,18.0
2017-08-04 07:00:00,0.0,0.0,2.0,10.0,18.0
2017-08-04 09:00:00,0.0,0.0,3.0,10.0,18.0
2017-08-04 10:00:00,1356.0,1.0,14.0,10.0,18.0
2017-08-04 11:00:00,0.0,0.0,36.0,10.0,18.0
2017-08-04 12:00:00,4577.0,7.0,31.0,10.0,18.0
2017-08-04 13:00:00,5852.0,5.0,23.0,10.0,18.0
2017-08-04 14:00:00,2842.0,2.0,66.0,10.0,18.0
2017-08-04 15:00:00,0.0,0.0,15.0,10.0,18.0
2017-08-04 16:00:00,2876.0,3.0,22.0,10.0,18.0
2017-08-04 17:00:00,1959.0,1.0,41.0,10.0,18.0
2017-08-05 08:00:00,0.0,0.0,1.0,10.0,16.0
2017-08-05 09:00:00,0.0,0.0,2.0,10.0,16.0
2017-08-05 10:00:00,6732.0,5.0,15.0,10.0,16.0
2017-08-05 11:00:00,4928.0,6.0,25.0,10.0,16.0
2017-08-05 12:00:00,1684.0,2.0,16.0,10.0,16.0
2017-08-05 13:00:00,2364.0,2.0,16.0,10.0,16.0
2017-08-05 14:00:00,5271.0,7.0,21.0,10.0,16.0
2017-08-05 15:00:00,4984.0,4.0,5.0,10.0,16.0
2017-08-07 08:00:00,0.0,0.0,1.0,10.0,18.0
2017-08-07 09:00:00,0.0,0.0,1.0,10.0,18.0
2017-08-07 10:00:00,1632.0,1.0,9.0,10.0,18.0
2017-08-07 11:00:00,1332.0,1.0,16.0,10.0,18.0
2017-08-07 12:00:00,3640.0,5.0,23.0,10.0,18.0
2017-08-07 13:00:00,6432.0,7.0,51.0,10.0,18.0
2017-08-07 14:00:00,4376.0,8.0,34.0,10.0,18.0
2017-08-07 15:00:00,1407.0,2.0,13.0,10.0,18.0
2017-08-07 16:00:00,4187.0,3.0,45.0,10.0,18.0
2017-08-07 17:00:00,4221.0,3.0,28.0,10.0,18.0
2017-08-08 08:00:00,0.0,0.0,1.0,10.0,18.0
2017-08-08 09:00:00,0.0,0.0,8.0,10.0,18.0
2017-08-08 10:00:00,0.0,0.0,8.0,10.0,18.0
2017-08-08 11:00:00,1453.0,1.0,27.0,10.0,18.0
2017-08-08 12:00:00,9052.0,5.0,10.0,10.0,18.0
2017-08-08 13:00:00,0.0,0.0,26.0,10.0,18.0
2017-08-08 14:00:00,3669.0,3.0,20.0,10.0,18.0
2017-08-08 15:00:00,0.0,0.0,29.0,10.0,18.0
2017-08-08 16:00:00,6286.0,8.0,7.0,10.0,18.0
2017-08-08 17:00:00,734.0,1.0,27.0,10.0,18.0
2017-08-09 07:00:00,0.0,0.0,1.0,10.0,18.0
2017-08-09 10:00:00,0.0,0.0,9.0,10.0,18.0
2017-08-09 11:00:00,2114.0,1.0,21.0,10.0,18.0
2017-08-09 12:00:00,6568.0,4.0,54.0,10.0,18.0
2017-08-09 13:00:00,3683.0,6.0,40.0,10.0,18.0
2017-08-09 14:00:00,4732.0,4.0,55.0,10.0,18.0
2017-08-09 15:00:00,3828.0,5.0,31.0,10.0,18.0
2017-08-09 16:00:00,1796.0,1.0,16.0,10.0,18.0
2017-08-09 17:00:00,1256.0,3.0,41.0,10.0,18.0
2017-08-09 18:00:00,1065.0,1.0,1.0,10.0,18.0
2017-08-10 08:00:00,0.0,0.0,2.0,10.0,18.0
2017-08-10 09:00:00,0.0,0.0,1.0,10.0,18.0
2017-08-10 10:00:00,1620.0,1.0,16.0,10.0,18.0
2017-08-10 11:00:00,4585.0,3.0,12.0,10.0,18.0
2017-08-10 12:00:00,0.0,0.0,37.0,10.0,18.0
2017-08-10 13:00:00,927.0,1.0,37.0,10.0,18.0
2017-08-10 14:00:00,3030.0,5.0,22.0,10.0,18.0
2017-08-10 15:00:00,2484.0,4.0,58.0,10.0,18.0
2017-08-10 16:00:00,1095.0,3.0,26.0,10.0,18.0
2017-08-10 17:00:00,0.0,0.0,16.0,10.0,18.0
2017-08-10 18:00:00,3160.0,3.0,5.0,10.0,18.0
2017-08-11 08:00:00,0.0,0.0,1.0,10.0,18.0
2017-08-11 09:00:00,0.0,0.0,4.0,10.0,18.0
2017-08-11 10:00:00,1226.0,1.0,20.0,10.0,18.0
2017-08-11 11:00:00,1427.0,3.0,10.0,10.0,18.0
2017-08-11 12:00:00,167.0,4.0,17.0,10.0,18.0
2017-08-11 13:00:00,0.0,0.0,6.0,10.0,18.0
2017-08-11 14:00:00,0.0,0.0,13.0,10.0,18.0
2017-08-11 15:00:00,0.0,2.0,16.0,10.0,18.0
2017-08-11 16:00:00,1768.0,2.0,16.0,10.0,18.0
2017-08-11 17:00:00,1650.0,1.0,10.0,10.0,18.0
2017-08-12 09:00:00,0.0,0.0,5.0,10.0,16.0
2017-08-12 10:00:00,829.0,2.0,17.0,10.0,16.0
2017-08-12 11:00:00,1826.0,4.0,46.0,10.0,16.0
2017-08-12 12:00:00,7281.0,8.0,26.0,10.0,16.0
2017-08-12 13:00:00,8432.0,6.0,26.0,10.0,16.0
2017-08-12 14:00:00,1875.0,1.0,38.0,10.0,16.0
2017-08-12 15:00:00,2411.0,3.0,41.0,10.0,16.0
2017-08-12 16:00:00,0.0,0.0,3.0,10.0,16.0
2017-08-14 08:00:00,0.0,0.0,1.0,10.0,18.0
2017-08-14 09:00:00,0.0,0.0,3.0,10.0,18.0
2017-08-14 10:00:00,1461.0,2.0,15.0,10.0,18.0
2017-08-14 11:00:00,1603.0,2.0,14.0,10.0,18.0
2017-08-14 12:00:00,5871.0,5.0,16.0,10.0,18.0
2017-08-14 13:00:00,5811.0,2.0,20.0,10.0,18.0
2017-08-14 14:00:00,1156.0,1.0,32.0,10.0,18.0
2017-08-14 15:00:00,0.0,2.0,29.0,10.0,18.0
2017-08-14 16:00:00,3743.0,3.0,28.0,10.0,18.0
2017-08-14 17:00:00,1444.0,2.0,11.0,10.0,18.0
2017-08-15 09:00:00,0.0,0.0,12.0,10.0,18.0
2017-08-15 10:00:00,3615.0,3.0,17.0,10.0,18.0
2017-08-15 11:00:00,1269.0,2.0,18.0,10.0,18.0
2017-08-15 12:00:00,3609.0,2.0,16.0,10.0,18.0
2017-08-15 13:00:00,1218.0,1.0,26.0,10.0,18.0
2017-08-15 14:00:00,3191.0,4.0,16.0,10.0,18.0
2017-08-15 15:00:00,0.0,0.0,21.0,10.0,18.0
2017-08-15 16:00:00,0.0,0.0,39.0,10.0,18.0
2017-08-15 17:00:00,1543.0,1.0,12.0,10.0,18.0
2017-08-16 09:00:00,0.0,0.0,1.0,10.0,18.0
2017-08-16 10:00:00,0.0,0.0,11.0,10.0,18.0
2017-08-16 11:00:00,2834.0,4.0,50.0,10.0,18.0
2017-08-16 12:00:00,1936.0,2.0,31.0,10.0,18.0
2017-08-16 13:00:00,1283.0,2.0,12.0,10.0,18.0
2017-08-16 14:00:00,0.0,0.0,13.0,10.0,18.0
2017-08-16 15:00:00,0.0,0.0,8.0,10.0,18.0
2017-08-16 16:00:00,0.0,0.0,18.0,10.0,18.0
2017-08-16 17:00:00,0.0,0.0,9.0,10.0,18.0
2017-08-17 09:00:00,0.0,0.0,7.0,10.0,18.0
2017-08-17 10:00:00,2537.0,1.0,11.0,10.0,18.0
2017-08-17 11:00:00,1704.0,2.0,8.0,10.0,18.0
2017-08-17 12:00:00,0.0,2.0,17.0,10.0,18.0
2017-08-17 13:00:00,2084.0,2.0,14.0,10.0,18.0
2017-08-17 14:00:00,3192.0,4.0,10.0,10.0,18.0
2017-08-17 15:00:00,1303.0,2.0,22.0,10.0,18.0
2017-08-17 16:00:00,1464.0,2.0,8.0,10.0,18.0
2017-08-17 17:00:00,1511.0,1.0,18.0,10.0,18.0
2017-08-17 18:00:00,0.0,0.0,5.0,10.0,18.0
2017-08-18 09:00:00,0.0,0.0,2.0,10.0,18.0
2017-08-18 10:00:00,2130.0,1.0,27.0,10.0,18.0
2017-08-18 11:00:00,1961.0,3.0,27.0,10.0,18.0
2017-08-18 12:00:00,1271.0,1.0,28.0,10.0,18.0
2017-08-18 13:00:00,0.0,0.0,15.0,10.0,18.0
2017-08-18 14:00:00,6052.0,3.0,16.0,10.0,18.0
2017-08-18 15:00:00,0.0,0.0,16.0,10.0,18.0
2017-08-18 16:00:00,2512.0,3.0,17.0,10.0,18.0
2017-08-18 17:00:00,0.0,0.0,9.0,10.0,18.0
2017-08-19 09:00:00,0.0,0.0,2.0,10.0,16.0
2017-08-19 10:00:00,1234.0,2.0,13.0,10.0,16.0
2017-08-19 11:00:00,0.0,0.0,33.0,10.0,16.0
2017-08-19 12:00:00,10312.0,8.0,45.0,10.0,16.0
2017-08-19 13:00:00,5573.0,6.0,38.0,10.0,16.0
2017-08-19 14:00:00,7571.0,9.0,54.0,10.0,16.0
2017-08-19 15:00:00,0.0,0.0,9.0,10.0,16.0
2017-08-21 08:00:00,0.0,0.0,1.0,10.0,18.0
2017-08-21 09:00:00,0.0,0.0,4.0,10.0,18.0
2017-08-21 10:00:00,3554.0,3.0,11.0,10.0,18.0
2017-08-21 11:00:00,3646.0,2.0,34.0,10.0,18.0
2017-08-21 12:00:00,1627.0,4.0,26.0,10.0,18.0
2017-08-21 13:00:00,2733.0,3.0,36.0,10.0,18.0
2017-08-21 14:00:00,2681.0,2.0,29.0,10.0,18.0
2017-08-21 15:00:00,906.0,3.0,15.0,10.0,18.0
2017-08-21 16:00:00,1563.0,1.0,25.0,10.0,18.0
2017-08-21 17:00:00,0.0,0.0,21.0,10.0,18.0
2017-08-22 08:00:00,0.0,0.0,2.0,10.0,18.0
2017-08-22 09:00:00,0.0,0.0,8.0,10.0,18.0
2017-08-22 10:00:00,2404.0,3.0,10.0,10.0,18.0
2017-08-22 11:00:00,2056.0,3.0,32.0,10.0,18.0
2017-08-22 12:00:00,0.0,0.0,4.0,10.0,18.0
2017-08-22 13:00:00,1262.0,2.0,37.0,10.0,18.0
2017-08-22 14:00:00,1430.0,2.0,21.0,10.0,18.0
2017-08-22 15:00:00,4501.0,4.0,18.0,10.0,18.0
2017-08-22 16:00:00,885.0,2.0,7.0,10.0,18.0
2017-08-22 17:00:00,79.0,2.0,3.0,10.0,18.0
2017-08-23 07:00:00,0.0,0.0,2.0,10.0,18.0
2017-08-23 09:00:00,0.0,0.0,5.0,10.0,18.0
2017-08-23 10:00:00,0.0,0.0,5.0,10.0,18.0
2017-08-23 11:00:00,1179.0,1.0,12.0,10.0,18.0
2017-08-23 12:00:00,2681.0,4.0,28.0,10.0,18.0
2017-08-23 13:00:00,0.0,0.0,6.0,10.0,18.0
2017-08-23 14:00:00,0.0,0.0,10.0,10.0,18.0
2017-08-23 15:00:00,3308.0,4.0,12.0,10.0,18.0
2017-08-23 16:00:00,0.0,0.0,7.0,10.0,18.0
2017-08-23 17:00:00,1011.0,2.0,8.0,10.0,18.0
2017-08-24 08:00:00,0.0,0.0,2.0,10.0,18.0
2017-08-24 09:00:00,0.0,0.0,2.0,10.0,18.0
2017-08-24 10:00:00,1796.0,1.0,6.0,10.0,18.0
2017-08-24 11:00:00,2758.0,3.0,24.0,10.0,18.0
2017-08-24 12:00:00,1898.0,1.0,31.0,10.0,18.0
2017-08-24 13:00:00,0.0,0.0,11.0,10.0,18.0
2017-08-24 14:00:00,0.0,1.0,24.0,10.0,18.0
2017-08-24 15:00:00,5539.0,5.0,9.0,10.0,18.0
2017-08-24 16:00:00,0.0,0.0,10.0,10.0,18.0
2017-08-24 17:00:00,1057.0,3.0,12.0,10.0,18.0
2017-08-25 08:00:00,0.0,0.0,1.0,10.0,18.0
2017-08-25 09:00:00,0.0,0.0,4.0,10.0,18.0
2017-08-25 10:00:00,3447.0,3.0,18.0,10.0,18.0
2017-08-25 11:00:00,3379.0,4.0,27.0,10.0,18.0
2017-08-25 12:00:00,1293.0,1.0,18.0,10.0,18.0
2017-08-25 13:00:00,4218.0,5.0,21.0,10.0,18.0
2017-08-25 14:00:00,4150.0,4.0,24.0,10.0,18.0
2017-08-25 15:00:00,6767.0,7.0,28.0,10.0,18.0
2017-08-25 16:00:00,2456.0,3.0,28.0,10.0,18.0
2017-08-25 17:00:00,539.0,2.0,22.0,10.0,18.0
2017-08-26 09:00:00,0.0,0.0,7.0,10.0,16.0
2017-08-26 10:00:00,676.0,1.0,11.0,10.0,16.0
2017-08-26 11:00:00,10803.0,7.0,46.0,10.0,16.0
2017-08-26 12:00:00,5473.0,6.0,44.0,10.0,16.0
2017-08-26 13:00:00,8054.0,7.0,41.0,10.0,16.0
2017-08-26 14:00:00,8937.0,12.0,58.0,10.0,16.0
2017-08-26 15:00:00,1797.0,1.0,40.0,10.0,16.0
2017-08-26 16:00:00,0.0,0.0,3.0,10.0,16.0
2017-08-28 09:00:00,0.0,0.0,2.0,10.0,18.0
2017-08-28 10:00:00,0.0,0.0,15.0,10.0,18.0
2017-08-28 11:00:00,1687.0,1.0,5.0,10.0,18.0
2017-08-28 12:00:00,3125.0,3.0,14.0,10.0,18.0
2017-08-28 13:00:00,0.0,0.0,7.0,10.0,18.0
2017-08-28 14:00:00,1881.0,1.0,25.0,10.0,18.0
2017-08-28 15:00:00,6238.0,2.0,13.0,10.0,18.0
2017-08-28 16:00:00,1137.0,2.0,11.0,10.0,18.0
2017-08-28 17:00:00,0.0,0.0,16.0,10.0,18.0
2017-08-28 18:00:00,0.0,0.0,1.0,10.0,18.0
2017-08-29 09:00:00,0.0,0.0,1.0,10.0,18.0
2017-08-29 10:00:00,820.0,1.0,25.0,10.0,18.0
2017-08-29 11:00:00,1696.0,1.0,13.0,10.0,18.0
2017-08-29 12:00:00,1543.0,1.0,13.0,10.0,18.0
2017-08-29 13:00:00,0.0,0.0,7.0,10.0,18.0
2017-08-29 14:00:00,0.0,0.0,8.0,10.0,18.0
2017-08-29 15:00:00,0.0,1.0,5.0,10.0,18.0
2017-08-29 16:00:00,1556.0,2.0,8.0,10.0,18.0
2017-08-29 17:00:00,0.0,0.0,8.0,10.0,18.0
2017-08-30 08:00:00,0.0,0.0,1.0,10.0,18.0
2017-08-30 09:00:00,0.0,0.0,7.0,10.0,18.0
2017-08-30 10:00:00,1957.0,1.0,17.0,10.0,18.0
2017-08-30 11:00:00,3176.0,4.0,28.0,10.0,18.0
2017-08-30 12:00:00,3169.0,4.0,39.0,10.0,18.0
2017-08-30 13:00:00,3692.0,5.0,31.0,10.0,18.0
2017-08-30 14:00:00,0.0,0.0,5.0,10.0,18.0
2017-08-30 15:00:00,1792.0,1.0,14.0,10.0,18.0
2017-08-30 16:00:00,8525.0,8.0,22.0,10.0,18.0
2017-08-30 17:00:00,0.0,0.0,5.0,10.0,18.0
2017-08-31 09:00:00,0.0,0.0,2.0,10.0,18.0
2017-08-31 10:00:00,0.0,0.0,15.0,10.0,18.0
2017-08-31 11:00:00,7437.0,13.0,24.0,10.0,18.0
2017-08-31 12:00:00,4055.0,3.0,17.0,10.0,18.0
2017-08-31 13:00:00,0.0,0.0,16.0,10.0,18.0
2017-08-31 14:00:00,2709.0,3.0,13.0,10.0,18.0
2017-08-31 15:00:00,9366.0,7.0,35.0,10.0,18.0
2017-08-31 16:00:00,1507.0,9.0,16.0,10.0,18.0
2017-08-31 17:00:00,1140.0,1.0,19.0,10.0,18.0
2017-09-01 09:00:00,0.0,0.0,4.0,10.0,18.0
2017-09-01 10:00:00,887.0,1.0,13.0,10.0,18.0
2017-09-01 11:00:00,5105.0,4.0,31.0,10.0,18.0
2017-09-01 12:00:00,3998.0,3.0,21.0,10.0,18.0
2017-09-01 13:00:00,3319.0,2.0,13.0,10.0,18.0
2017-09-01 14:00:00,0.0,0.0,28.0,10.0,18.0
2017-09-01 15:00:00,1265.0,4.0,11.0,10.0,18.0
2017-09-01 16:00:00,2746.0,3.0,17.0,10.0,18.0
2017-09-01 17:00:00,118.0,2.0,13.0,10.0,18.0
2017-09-01 18:00:00,0.0,0.0,2.0,10.0,18.0
2017-09-02 09:00:00,0.0,0.0,4.0,10.0,16.0
2017-09-02 10:00:00,2404.0,3.0,14.0,10.0,16.0
2017-09-02 11:00:00,5561.0,9.0,40.0,10.0,16.0
2017-09-02 12:00:00,8737.0,7.0,35.0,10.0,16.0
2017-09-02 13:00:00,2577.0,7.0,25.0,10.0,16.0
2017-09-02 14:00:00,7517.0,8.0,45.0,10.0,16.0
2017-09-02 15:00:00,1948.0,2.0,18.0,10.0,16.0
2017-09-04 09:00:00,0.0,0.0,3.0,10.0,18.0
2017-09-04 10:00:00,1332.0,2.0,12.0,10.0,18.0
2017-09-04 11:00:00,6348.0,5.0,22.0,10.0,18.0
2017-09-04 12:00:00,3636.0,3.0,7.0,10.0,18.0
2017-09-04 13:00:00,1727.0,1.0,18.0,10.0,18.0
2017-09-04 14:00:00,1494.0,2.0,15.0,10.0,18.0
2017-09-04 15:00:00,0.0,0.0,10.0,10.0,18.0
2017-09-04 16:00:00,2783.0,4.0,9.0,10.0,18.0
2017-09-04 17:00:00,3951.0,3.0,13.0,10.0,18.0
2017-09-04 18:00:00,2873.0,2.0,7.0,10.0,18.0
2017-09-04 19:00:00,0.0,0.0,2.0,10.0,18.0
2017-09-05 09:00:00,0.0,0.0,3.0,10.0,18.0
2017-09-05 10:00:00,0.0,0.0,13.0,10.0,18.0
2017-09-05 11:00:00,1746.0,2.0,11.0,10.0,18.0
2017-09-05 12:00:00,7438.0,3.0,18.0,10.0,18.0
2017-09-05 13:00:00,926.0,2.0,10.0,10.0,18.0
2017-09-05 14:00:00,0.0,0.0,14.0,10.0,18.0
2017-09-05 15:00:00,3125.0,5.0,10.0,10.0,18.0
2017-09-05 16:00:00,1929.0,2.0,13.0,10.0,18.0
2017-09-05 17:00:00,0.0,0.0,4.0,10.0,18.0
2017-09-05 18:00:00,0.0,0.0,6.0,10.0,18.0
2017-09-06 09:00:00,0.0,0.0,5.0,10.0,18.0
2017-09-06 10:00:00,0.0,0.0,10.0,10.0,18.0
2017-09-06 11:00:00,3142.0,5.0,9.0,10.0,18.0
2017-09-06 12:00:00,1383.0,2.0,15.0,10.0,18.0
2017-09-06 13:00:00,6034.0,4.0,27.0,10.0,18.0
2017-09-06 14:00:00,1915.0,1.0,13.0,10.0,18.0
2017-09-06 15:00:00,0.0,0.0,24.0,10.0,18.0
2017-09-06 16:00:00,13343.0,18.0,21.0,10.0,18.0
2017-09-06 17:00:00,0.0,0.0,8.0,10.0,18.0
2017-09-06 18:00:00,0.0,0.0,7.0,10.0,18.0
2017-09-07 09:00:00,0.0,0.0,3.0,10.0,18.0
2017-09-07 10:00:00,1811.0,1.0,10.0,10.0,18.0
2017-09-07 11:00:00,2694.0,3.0,9.0,10.0,18.0
2017-09-07 12:00:00,4215.0,3.0,12.0,10.0,18.0
2017-09-07 13:00:00,1028.0,1.0,6.0,10.0,18.0
2017-09-07 14:00:00,0.0,0.0,8.0,10.0,18.0
2017-09-07 15:00:00,2792.0,2.0,13.0,10.0,18.0
2017-09-07 16:00:00,0.0,0.0,2.0,10.0,18.0
2017-09-07 17:00:00,0.0,0.0,10.0,10.0,18.0
2017-09-07 18:00:00,1215.0,2.0,10.0,10.0,18.0
2017-09-08 09:00:00,0.0,0.0,3.0,10.0,18.0
2017-09-08 10:00:00,4161.0,1.0,10.0,10.0,18.0
2017-09-08 11:00:00,2776.0,1.0,8.0,10.0,18.0
2017-09-08 12:00:00,1866.0,3.0,20.0,10.0,18.0
2017-09-08 13:00:00,3786.0,4.0,14.0,10.0,18.0
2017-09-08 14:00:00,1739.0,3.0,11.0,10.0,18.0
2017-09-08 15:00:00,0.0,0.0,11.0,10.0,18.0
2017-09-08 16:00:00,7722.0,7.0,14.0,10.0,18.0
2017-09-08 17:00:00,0.0,0.0,22.0,10.0,18.0
2017-09-08 18:00:00,0.0,0.0,3.0,10.0,18.0
2017-09-09 09:00:00,0.0,0.0,4.0,10.0,16.0
2017-09-09 10:00:00,0.0,1.0,13.0,10.0,16.0
2017-09-09 11:00:00,2719.0,3.0,35.0,10.0,16.0
2017-09-09 12:00:00,7132.0,5.0,63.0,10.0,16.0
2017-09-09 13:00:00,4617.0,7.0,32.0,10.0,16.0
2017-09-09 14:00:00,1389.0,2.0,37.0,10.0,16.0
2017-09-09 15:00:00,2513.0,3.0,23.0,10.0,16.0
2017-09-11 09:00:00,0.0,0.0,10.0,10.0,18.0
2017-09-11 10:00:00,0.0,0.0,1.0,10.0,18.0
2017-09-11 11:00:00,6884.0,3.0,17.0,10.0,18.0
2017-09-11 12:00:00,0.0,0.0,9.0,10.0,18.0
2017-09-11 13:00:00,2847.0,3.0,16.0,10.0,18.0
2017-09-11 14:00:00,1669.0,2.0,14.0,10.0,18.0
2017-09-11 15:00:00,2949.0,3.0,14.0,10.0,18.0
2017-09-11 16:00:00,1804.0,2.0,15.0,10.0,18.0
2017-09-11 17:00:00,3014.0,2.0,13.0,10.0,18.0
2017-09-11 18:00:00,1927.0,2.0,12.0,10.0,18.0
2017-09-12 09:00:00,0.0,0.0,3.0,10.0,18.0
2017-09-12 10:00:00,2364.0,2.0,21.0,10.0,18.0
2017-09-12 11:00:00,2962.0,4.0,12.0,10.0,18.0
2017-09-12 12:00:00,0.0,0.0,10.0,10.0,18.0
2017-09-12 13:00:00,2937.0,2.0,7.0,10.0,18.0
2017-09-12 14:00:00,0.0,0.0,15.0,10.0,18.0
2017-09-12 15:00:00,1215.0,1.0,27.0,10.0,18.0
2017-09-12 16:00:00,0.0,0.0,29.0,10.0,18.0
2017-09-12 17:00:00,999.0,2.0,20.0,10.0,18.0
2017-09-12 18:00:00,1604.0,2.0,13.0,10.0,18.0
2017-09-13 08:00:00,0.0,0.0,2.0,10.0,18.0
2017-09-13 09:00:00,0.0,0.0,4.0,10.0,18.0
2017-09-13 10:00:00,0.0,0.0,8.0,10.0,18.0
2017-09-13 11:00:00,4474.0,2.0,25.0,10.0,18.0
2017-09-13 12:00:00,0.0,0.0,7.0,10.0,18.0
2017-09-13 13:00:00,4270.0,3.0,4.0,10.0,18.0
2017-09-13 14:00:00,0.0,0.0,8.0,10.0,18.0
2017-09-13 15:00:00,1116.0,1.0,7.0,10.0,18.0
2017-09-13 16:00:00,0.0,0.0,6.0,10.0,18.0
2017-09-13 17:00:00,1307.0,2.0,2.0,10.0,18.0
2017-09-13 18:00:00,0.0,0.0,4.0,10.0,18.0
2017-09-14 09:00:00,0.0,0.0,4.0,10.0,18.0
2017-09-14 10:00:00,2319.0,2.0,13.0,10.0,18.0
2017-09-14 11:00:00,4381.0,4.0,20.0,10.0,18.0
2017-09-14 12:00:00,0.0,0.0,22.0,10.0,18.0
2017-09-14 13:00:00,2687.0,4.0,22.0,10.0,18.0
2017-09-14 14:00:00,1473.0,2.0,22.0,10.0,18.0
2017-09-14 15:00:00,2188.0,2.0,25.0,10.0,18.0
2017-09-14 16:00:00,1197.0,1.0,0.0,10.0,18.0
2017-09-14 17:00:00,0.0,0.0,26.0,10.0,18.0
2017-09-14 18:00:00,1580.0,2.0,13.0,10.0,18.0
2017-09-14 19:00:00,0.0,0.0,2.0,10.0,18.0
2017-09-15 09:00:00,0.0,0.0,2.0,10.0,18.0
2017-09-15 10:00:00,0.0,0.0,2.0,10.0,18.0
2017-09-15 11:00:00,0.0,0.0,4.0,10.0,18.0
2017-09-15 12:00:00,107.0,2.0,9.0,10.0,18.0
2017-09-15 13:00:00,0.0,0.0,3.0,10.0,18.0
2017-09-15 14:00:00,0.0,0.0,12.0,10.0,18.0
2017-09-15 15:00:00,0.0,0.0,7.0,10.0,18.0
2017-09-15 16:00:00,0.0,0.0,12.0,10.0,18.0
2017-09-15 17:00:00,4051.0,2.0,8.0,10.0,18.0
2017-09-15 18:00:00,0.0,0.0,8.0,10.0,18.0
2017-09-16 09:00:00,0.0,0.0,3.0,10.0,16.0
